"product_details","asin","url","image_url","brand","price","sales","revenue","bsr","seller_country_region","fees","active_sellers_number","ratings","review_count","images","review_velocity","buy_box","category","size_tier","fulfillment","dimensions","weight","creation_date"
"HOOBRO Narrow Side Table, Tempered Glass End Table with Fabric Magazine Sling, Small Coffee Accent Table, Bedside Table for Small Space, Bedroom, Living Room, Modern Style, Black BK66BZ01","B0BQQR8V6V","https://www.amazon.com/dp/B0BQQR8V6V?psc=1","https://m.media-amazon.com/images/I/71nNnTc-eTL._AC_SY355_.jpg","HOOBRO",29.99,409,12265.91,61793,"CN",12.63,2,4.5,275,9,20,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","11.5x2.8x17.0","6.46",2022-12-21
"ChooChoo Console Table with Outlets and USB Ports, Narrow Sofa Table, Chic Accent Table for Living Room, Entryway, Hallway, Foyer, White","B09VD4CHPX","https://www.amazon.com/dp/B09VD4CHPX?psc=1","https://m.media-amazon.com/images/I/71YXv1Pk40L._AC_SX569_.jpg","ChooChoo",75.99,149,11322.51,268895,"CN",32.47,1,4.6,102,5,10,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.8x4.5x43.5","27.10",2022-03-12
"SIMPLIHOME Boyd SOLID MANGO WOOD 13 inch Wide Round Contemporary Wooden Accent Table in Black, Fully Assembled, for the Living Room and Bedroom","B092W7QJ6F","https://www.amazon.com/dp/B092W7QJ6F?psc=1","https://m.media-amazon.com/images/I/71nJk+buNVL._AC_SX569_.jpg","SIMPLIHOME",87.65,44,3856.6,202146,"AMZ",39.68,4,4.5,41,7,1,"Amazon","Home & Kitchen","Small Oversize","AMZ","16.5x16.3x21.3","19.70",2021-04-19
"HOOBRO End Table Set of 2 with Charging Station and USB Ports, 3-Tier Nightstands with Adjustable Shelf, Narrow Side Table for Small Space in Living Room, Bedroom and Balcony, Black BB112BZP201","B0BVHCVTFG","https://www.amazon.com/dp/B0BVHCVTFG?psc=1","https://m.media-amazon.com/images/I/61pmFKQ55GL._AC_SX569_.jpg","HOOBRO",69.99,NA,NA,9518,"CN",22.79,1,4.4,365,9,26,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","12.2x16.1x6.7","18.81",2023-05-08
"GYCZYCX C Shaped End Table,Round C Table,Snack Side Table for Sofa and Bed, Living Room(Black), 15D x 15W x 23H in","B0B5LBZTD2","https://www.amazon.com/dp/B0B5LBZTD2?psc=1","https://m.media-amazon.com/images/I/61v2spcxFoL._AC_SY355_.jpg","GYCZYCX",35.99,277,9969.23,47364,"CN",18.91,1,4.3,129,7,6,"GYCZYCX","Home & Kitchen","Small Oversize","FBA","17.5x3.0x24.0","8.85",2022-07-01
"LEMONDA 3 Legs Round End Table, 2 Tier Round Side Table with Storage Basket,11.8*17.8inches Round Metal Sofa Side Table,Small Round Nightstand,Small Coffee Table for Living Room Bedroom/Rustic Brown","B0BWRT9XP6","https://www.amazon.com/dp/B0BWRT9XP6?psc=1","https://m.media-amazon.com/images/I/61Js8vd9+8L._AC_SX466_.jpg","LEMONDA",29.99,555,16644.45,78169,"CN",12.63,1,4.4,45,9,11,"Lemonda-US","Home & Kitchen","Large Standard-Size","FBA","13.0x2.7x13.1","5.73",2023-02-24
"Small End Tables for Small Spaces – Small Side Table Living Room – Industrial Small Nightstand Bedroom –Narrow End Table – Slim Skinny Bedside Table – Little Thin Accent Table Tiny Drink Table","B09ZKQ7RLM","https://www.amazon.com/dp/B09ZKQ7RLM?psc=1","https://m.media-amazon.com/images/I/61pBHeZ8w9L._AC_SY450_.jpg","TOLONAG",29.99,127,3808.73,130866,"CN",13.71,1,4.2,169,7,7,"TOLONAG","Home & Kitchen","Large Standard-Size","FBA","11.2x4.3x17.3","6.72",2022-05-05
"Linon Seaboard Accent Table with Navy Finish AC132NAVY01U","B0B52GMSVK","https://www.amazon.com/dp/B0B52GMSVK?psc=1","https://m.media-amazon.com/images/I/51q9Zwbu-iL._AC_SY355_.jpg","Linon",120.82,1,120.82,1229235,"US",NA,2,NA,0,8,0,"KART IT","Home & Kitchen",NA,"MFN",NA,NA,2022-06-24
"Christopher Knight Home Darlah Small Firwood Antique Table, Antique, Antique Natural and Black With Blue, 10.25”D x 12.75”W x 19.50”H","B01N97MMUK","https://www.amazon.com/dp/B01N97MMUK?psc=1","https://m.media-amazon.com/images/I/71fXiwb3H0L._AC_SY450_.jpg","Christopher Knight Home",21.25,106,2252.5,141735,"AMZ",16.7,2,4.2,226,9,8,"Amazon","Home & Kitchen","Small Oversize","AMZ","13.4x5.0x20.8","7.05",2016-11-21
"Convenience Concepts Oxford End Table with Shelves, Gray","B01LZFJ957","https://www.amazon.com/dp/B01LZFJ957?psc=1","https://m.media-amazon.com/images/I/61+Menv-2dL._AC_SX679_.jpg","Convenience Concepts",36.54,699,25541.46,18976,"AMZ",24.03,20,4.6,6846,14,27,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.5x5.9x26.0","19.23",2016-09-11
"Signature Design by Ashley Abbonto Traditional Accent Table with Drawers and Display Shelf, Brown","B075464R79","https://www.amazon.com/dp/B075464R79?psc=1","https://m.media-amazon.com/images/I/7174Sn3Ba5L._AC_SY450_.jpg","Signature Design by Ashley",187.65,39,7318.35,848914,"AMZ",65.18,4,4.6,469,4,5,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.5x15.0x34.5","41.91",NA
"Garden 4 you Folding Tray Metal Side Table Black Round End Table Cyan Sofa Small Accent Fold-able Table, Round End Table Tray, Next to Sofa Table, Snack Table for Living Room and Bed Room","B09F98S67Q","https://www.amazon.com/dp/B09F98S67Q?psc=1","https://m.media-amazon.com/images/I/51-ZxP64twL._AC_SX466_.jpg","Garden 4 you",27.99,438,12259.62,57289,"US",16.63,1,4.4,245,9,18,"Garden 4 you","Home & Kitchen","Small Oversize","FBA","18.8x1.3x20.3","3.50",2021-09-02
"Round Side Table with White Marble Top, Small End Table for Living Room Bedroom, Modern Nightstand with Storage Shelf, Accent Table with Metal Frame, Black","B091CBVFYM","https://www.amazon.com/dp/B091CBVFYM?psc=1","https://m.media-amazon.com/images/I/61Ue7NObF7L._AC_SY355_.jpg","Urraca",29.99,98,2939.02,337406,"CN",18.01,1,4.2,143,9,4,"Urraca Furniture","Home & Kitchen","Small Oversize","FBA","21.8x2.6x24.5","9.45",2021-03-29
"VECELO Side/End Table, Folding Round Metal Anti-Rust and Waterproof Outdoor or Indoor Tray for Living Room Bedroom Balcony and Office, 2 PCS, Blue","B08V4F4KPN","https://www.amazon.com/dp/B08V4F4KPN?psc=1","https://m.media-amazon.com/images/I/610eyyXqfKS._AC_SY450_.jpg","VECELO",41.27,1068,44076.36,7800,"AMZ",19.28,1,4.5,376,8,38,"Amazon","Patio, Lawn & Garden","Small Oversize","AMZ","19.8x2.6x20.8","8.08",NA
"VECELO Modern Night Stand/Sofa Side/End Storage Shelf X-Design Versatile Nightstands Lamp Table Living Room Bedroom Furniture,Easy Assembly, Brown","B07KX7VVFC","https://www.amazon.com/dp/B07KX7VVFC?psc=1","https://m.media-amazon.com/images/I/71oZIe-SJ4L._AC_SX679_.jpg","VECELO",55.99,NA,NA,NA,"AMZ",25.27,8,4.6,2058,7,27,"Amazon","Home & Kitchen","Small Oversize","FBA","14.5x5.5x26.0","17.15",2018-11-28
"HOOBRO Side Table, 3-Tier Narrow End Table, Sofa Bedside Table, with Accent Decorative Ladder Shelf, for Small Space in Living Room, Bedroom, Metal Frame, Rustic Brown and Black BF68BZ01","B0BQQTTBFB","https://www.amazon.com/dp/B0BQQTTBFB?psc=1","https://m.media-amazon.com/images/I/71RzLz-CuWL._AC_SY450_.jpg","HOOBRO",49.99,NA,NA,331852,"CN",22.69,1,NA,0,9,0,"Hoobro","Home & Kitchen","Small Oversize","FBA","13.1x4.1x25.6","13.80",2023-05-10
"Walker Edison Industrial Farmhouse Square Side End Accent Table Living Room Small End Accent Table, 18 Inch, Grey","B07LFTQKW3","https://www.amazon.com/dp/B07LFTQKW3?psc=1","https://m.media-amazon.com/images/I/71Kaxdg+gfL._AC_SX569_.jpg","Walker Edison",53,38,2014,394455,"AMZ",23.98,5,4.7,265,3,1,"Amazon","Home & Kitchen","Small Oversize","FBA","20.9x4.0x25.3","14.35",NA
"Decor Therapy Bailey Bead Board 1-Drawer Accent Table, Antique Navy","B07WPX6GS1","https://www.amazon.com/dp/B07WPX6GS1?psc=1","https://m.media-amazon.com/images/I/51qKsGZ5DsL._AC_SX425_.jpg","Decor Therapy",49.01,274,13428.74,74093,"AMZ",30.1,12,4.6,1900,5,-9,"Amazon","Home & Kitchen","Small Oversize","FBA","18.4x11.4x20.8","15.08",2019-08-26
"ECOMEX Round End Table,Wood Side Table Accent Table, Small Coffee End Table Multipurpose Side Tables for Small Spaces Balcony Living Room Bedroom Office, White Desktop Black Legs","B0BS6FLZSF","https://www.amazon.com/dp/B0BS6FLZSF?psc=1","https://m.media-amazon.com/images/I/61dblVkVv-L._AC_SX679_.jpg","ECOMEX",29.99,222,6657.78,75285,"CN",19,1,4.4,23,9,5,"LIVABLE HOME","Home & Kitchen","Small Oversize","FBA","17.9x4.1x18.2","6.00",2023-01-12
"IDEALHOUSE 43 Inch Narrow Console Table, 2-Tier Wood Accent Sofa Table Furniture for Entryway, Living Room, Hallway, Easy Assembly (Grey, 43"" X 11.8"" X 30"")…","B097TJ5SZL","https://www.amazon.com/dp/B097TJ5SZL?psc=1","https://m.media-amazon.com/images/I/7114s6zGayL._AC_SX679_.jpg","IDEALHOUSE",74.99,310,23246.9,101086,"CN",34.84,5,4.7,405,10,13,"Yartaka shop","Home & Kitchen","Small Oversize","FBA","14.0x6.0x47.0","33.41",2021-02-03
"Small Round Side Table for Living Room, 2 Tiers Farmhouse End Tables Living Room Set Of 2, Accent Tables For Small Spaces，Night Stands for Bedrooms, Coffee Tables With Storage Shelf, Easy Assembly","B0BCJJS7K9","https://www.amazon.com/dp/B0BCJJS7K9?psc=1","https://m.media-amazon.com/images/I/61PJ370cxkL._AC_SY355_.jpg","SEHERTIWY",44.99,93,4184.07,115627,"CN",15.36,1,4,26,7,4,"SEHERTIWY Direct","Home & Kitchen","Large Standard-Size","FBA","13.7x3.8x15.8","7.10",2022-08-31
"Christopher Knight Home Apollos Indoor Lace Cut Iron Accent Table, Black","B0797N6HCZ","https://www.amazon.com/dp/B0797N6HCZ?psc=1","https://m.media-amazon.com/images/I/71vobBkL2RL._AC_SX679_.jpg","Christopher Knight Home",42.09,78,3283.02,330164,"AMZ",27.8,5,4.6,291,6,1,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.0x13.7x20.5","7.70",NA
"Monarch Specialties Dark Taupe Accent Table, 32""","B00QUE53CA","https://www.amazon.com/dp/B00QUE53CA?psc=1","https://m.media-amazon.com/images/I/81KhPJ3zloL._AC_SX466_.jpg","Monarch Specialties",89.87,46,4134.02,658887,"AMZ",33.29,17,4.6,533,3,2,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.0x40.0x5.0","15.00",NA
"AWASEN Side Table Round, Small Side Table Modern End Accent Table for Living Room Bedroom Office Small Spaces, 16''D x 19.5''H (Rustic Brown)","B0BXSL9HJV","https://www.amazon.com/dp/B0BXSL9HJV?psc=1","https://m.media-amazon.com/images/I/51JNa7Ogj7L._AC_SX466_.jpg","AWASEN",38.99,1266,49361.34,21397,"CN",18.1,1,4.6,907,6,892,"Awasen Direct","Home & Kitchen","Small Oversize","FBA","17.5x3.0x17.6","5.50",2023-03-08
"Yoobure C Shaped End Table Set of 2, Side Table for Couch and Bed, Small Side Table for Small Spaces, Living Room, Bedroom, Rustic Snack Table","B0BNBRRRLP","https://www.amazon.com/dp/B0BNBRRRLP?psc=1","https://m.media-amazon.com/images/I/61GgOnQInfL._AC_SY450_.jpg","Yoobure",45.04,761,34275.44,26076,"HK",17.77,1,4.6,313,7,44,"Super A Plus","Home & Kitchen","Large Standard-Size","FBA","12.7x4.8x17.2","14.88",2023-01-28
"Rustic Old Elm Wood Round End Table with 3-Leg Metal Stand","B074DQ9S1F","https://www.amazon.com/dp/B074DQ9S1F?psc=1","https://m.media-amazon.com/images/I/81UGzCOz9nL._AC_SX425_.jpg","WELLAND",69.99,119,8328.81,288013,"US",24.01,2,4.7,378,6,2,"WELLAND","Home & Kitchen","Small Oversize","FBA","17.5x2.8x20.3","8.95",2017-07-30
"Fixwal Side Table Small End Table Accent Table Living Room Bedroom Balcony Office, Modern White Side Table Bedside Table Home Decor No-Tool Assembly","B0BY1J4N7V","https://www.amazon.com/dp/B0BY1J4N7V?psc=1","https://m.media-amazon.com/images/I/61JSAesNGKL._AC_SX569_.jpg","Fixwal",21.99,NA,NA,303048,"CN",11.43,1,4.5,15,7,0,"Momok","Home & Kitchen","Large Standard-Size","FBA","13.2x2.9x16.9","5.58",2023-03-10
"Small Side Table, Wood Small End Table Accent Table for Living Room Bedroom Small Spaces, Modern Home Decor Night Stand Bedside Tables, Easy to Assemble, Black","B0BS96QKRS","https://www.amazon.com/dp/B0BS96QKRS?psc=1","https://m.media-amazon.com/images/I/61vzQJAF67L._AC_SX425_.jpg","Calidohome",24.99,NA,NA,213380,"CN",12.2,1,NA,0,7,0,"hitoyot","Home & Kitchen","Large Standard-Size","FBA","13.7x3.9x17.5","6.55",2023-01-13
"Winsome Wood Sasha Accent Table, Black, 20.00 x 20.00 x 27.00 Inches","B000NPSGRG","https://www.amazon.com/dp/B000NPSGRG?psc=1","https://m.media-amazon.com/images/I/61QiEqQWmnL._AC_SX425_.jpg","Winsome",66.18,106,7015.08,209521,"AMZ",28.59,20,4.6,2134,6,3,"Amazon","Home & Kitchen","Small Oversize","AMZ","23.0x6.0x27.0","16.20",2004-04-15
"INK+IVY Blaze Accent Tables - Wood Side Table - Pecan, Mid-Century Modern Style End Tables - 1 Piece Small Tables For Living Room","B011BQSPVW","https://www.amazon.com/dp/B011BQSPVW?psc=1","https://m.media-amazon.com/images/I/51++0BjvXhL._AC_SX679_.jpg","INK+IVY",140,87,12180,288941,"AMZ",40.92,3,4.4,374,5,2,"Amazon","Home & Kitchen","Small Oversize","AMZ","24.0x6.3x24.1","14.20",NA
"Apicizon 16"" Round Side Table, Black End Table for Living Room, Bedside, Mid Century Modern Coffee Table or Circle Accent Table for Small Spaces, Metal Nightstand (Black)","B08RS4JCJH","https://www.amazon.com/dp/B08RS4JCJH?psc=1","https://m.media-amazon.com/images/I/71F3XvGXqVL._AC_SX679_.jpg","Apicizon",32.99,264,8709.36,54741,"CN",16.78,1,4.4,381,7,3,"APICIZON","Home & Kitchen","Small Oversize","FBA","16.0x2.5x17.0","5.40",2021-03-10
"ChooChoo Farmhouse End Table, Rustic Vintage Narrow End Side Table with Storage Shelf for Small Spaces, Nightstand Sofa Table for Living Room, Bedroom White","B09L82CQX7","https://www.amazon.com/dp/B09L82CQX7?psc=1","https://m.media-amazon.com/images/I/71xhljL+dEL._AC_SY355_.jpg","ChooChoo",65.99,615,40583.85,55098,"CN",26.77,1,4.7,203,6,31,"ChooChoo Furniture","Home & Kitchen","Small Oversize","FBA","14.7x6.1x27.2","16.76",2021-11-08
"Bamworld Rattan Side Table Boho Night Stand Glass Bedside Table Small End Tables Bamboo Side Tables Bedroom Coffee Table with Storage for Living Room and Outdoor Nature","B0BW352SCK","https://www.amazon.com/dp/B0BW352SCK?psc=1","https://m.media-amazon.com/images/I/81oNcaDtmBL._AC_SX569_.jpg","Bamworld",69.99,616,43113.84,39268,"CN",25.27,1,4.6,98,5,4,"meeeu shop","Home & Kitchen","Small Oversize","FBA","16.7x4.2x24.9","11.20",2023-02-17
"Furinno 17017 Turn-N-Tube End Table, 1-Pack, Espresso","B075H7XP3D","https://www.amazon.com/dp/B075H7XP3D?psc=1","https://m.media-amazon.com/images/I/41iqh41qQaL._AC_SY450_.jpg","Furinno",25.47,673,17141.31,39195,"AMZ",17.89,13,4.3,7082,10,57,"Amazon","Home & Kitchen","Small Oversize","FBA","13.9x3.9x21.7","8.38",2017-09-08
"Dulcii Small Round End Table for Narrow and Small Space, 3-Tier Round Accent Couch Beside Table, Modern Side Table Corner Sofa Table Nightstand for Living Room Bedroom","B09XF14L3T","https://www.amazon.com/dp/B09XF14L3T?psc=1","https://m.media-amazon.com/images/I/611MkiHgJZL._AC_SX466_.jpg","Dulcii",42.99,126,5416.74,174755,"CN",18.7,1,4.6,195,9,24,"GIOPACO OFFICIAL","Home & Kitchen","Small Oversize","FBA","11.7x2.0x18.1","6.45",2022-09-19
"Mirrored End Table with Glass Mirrored Coasters Modern Silver Accent Table Bling Mirror Side Table Crushed Crystal Coasters Crushed Diamond Cup Mat for Living Room Home Kitchen (Round, 3 Pcs)","B0BDS25Y9T","https://www.amazon.com/dp/B0BDS25Y9T?psc=1","https://m.media-amazon.com/images/I/61lvKB60HjL._AC_SY450_.jpg","Weysat",53.99,93,5021.07,207041,"CN",15.91,1,3.7,58,7,8,"Chillhall","Home & Kitchen","Large Standard-Size","FBA","14.0x3.4x14.1","4.40",2022-09-09
"COZAYH Farmhouse Nesting Barrel Side Table, Rustic Space Saving Storage End Table Set, Natural Distressed Finish","B09WQWT32C","https://www.amazon.com/dp/B09WQWT32C?psc=1","https://m.media-amazon.com/images/I/81mT6i6hlCL._AC_SX425_.jpg","COZAYH",159.99,80,12799.2,214013,"US",NA,1,4.6,35,5,2,"Cozayh","Home & Kitchen",NA,"MFN",NA,NA,2022-03-29
"Furinno Just 3-Tier Turn-N-Tube End Table / Side Table / Night Stand / Bedside Table with Plastic Poles, 1-Pack, French Oak Grey/Black","B07FL6D1Z8","https://www.amazon.com/dp/B07FL6D1Z8?psc=1","https://m.media-amazon.com/images/I/716RUsUozWL._AC_SX679_.jpg","Furinno",17.67,45481,803649.27,417,"AMZ",11.26,13,4.5,86910,7,1084,"Amazon","Home & Kitchen","Large Standard-Size","FBA","12.2x3.4x16.3","7.15",2018-07-13
"i-aplus Nightstand Set of 2 LED Nightstand with 2 Drawers, Bedside Table with Drawers for Bedroom Furniture, Side Bed Table with LED Light, White…","B0976QDCD7","https://www.amazon.com/dp/B0976QDCD7?psc=1","https://m.media-amazon.com/images/I/71-FwzWQTeS._AC_SY450_.jpg","i-aplus",199,896,178304,43719,"US",82.19,1,4.1,1268,5,33,"A Not Bad Shop","Home & Kitchen","Medium Oversize","MFN","13.8x14.2x23.6","79.36",2021-06-14
"Grey Nightstand with Charging Station Small Bedside Night Stand Table with USB Ports and Power Outlets Modern Record Player Stand Table in Bedroom Living Room Farmhouse Office","B0BNKK1YK5","https://www.amazon.com/dp/B0BNKK1YK5?psc=1","https://m.media-amazon.com/images/I/61VycReeaQL._AC_SX466_.jpg","CADUKE",39.99,1639,65543.61,14993,"US",15.25,1,4.4,852,7,222,"CADUKE Direct","Home & Kitchen","Large Standard-Size","FBA","13.4x4.5x17.2","9.50",2022-11-29
"WLIVE Nightstand, 2 Drawer Dresser for Bedroom, Small Dresser with 2 Drawers, Bedside Furniture, Night Stand, End Table with Fabric Bins for Bedroom, Closet, Entryway, Nursery, College Dorm, Dark Grey","B07FQ976B5","https://www.amazon.com/dp/B07FQ976B5?psc=1","https://m.media-amazon.com/images/I/81+TPpTJRJL._AC_SY355_.jpg","WLIVE",29.99,16216,486317.84,1454,"CN",18.01,1,4.4,11870,7,400,"WLIVE","Home & Kitchen","Small Oversize","FBA","13.0x3.0x22.6","9.65",2018-07-19
"DOMYDEVM Nightstand with Charging Station, End Side Table with USB Ports and Outlets, Industrial Bedside Table with 2 Fabric Storage Drawers for Bedroom Living Room Dorm, Brown","B0B8YC1QLH","https://www.amazon.com/dp/B0B8YC1QLH?psc=1","https://m.media-amazon.com/images/I/71FXBW3mjDL._AC_SX425_.jpg","DOMYDEVM",48.99,948,46442.52,42981,"CN",17.71,1,4.4,154,7,29,"DOMYDEVM HOME","Home & Kitchen","Large Standard-Size","FBA","12.7x5.0x16.5","12.21",2022-08-08
"LUCKNOCK NightStand with Fabric Drawer, Bedside Table with Solid Wood Legs, Minimalist and Practical End Side Table with Open Storage Shelf for Bedroom, White.","B0B5CLLP8G","https://www.amazon.com/dp/B0B5CLLP8G?psc=1","https://m.media-amazon.com/images/I/71hqDs3s3kL._AC_SX466_.jpg","LUCKNOCK",45.99,1876,86277.24,17914,"CN",19.54,1,4.6,277,7,39,"LUCKNOCK","Home & Kitchen","Large Standard-Size","MFN","13.2x5.5x16.8","16.67",2022-06-29
"KHLJJU End Table with Charging Station, Nightstand with Fabric Drawer, Small Side Table for Small Spaces, Black Bedside Tables with USB Ports and Outlets for Living Room, Bedroom, Office","B0BLBVLVMD","https://www.amazon.com/dp/B0BLBVLVMD?psc=1","https://m.media-amazon.com/images/I/61BWsnkwb-L._AC_SX466_.jpg","KHLJJU",89.99,253,22767.47,24502,"CN",25.79,1,4.2,333,8,145,"bengchijiaju","Home & Kitchen","Large Standard-Size","FBA","13.5x7.2x17.3","18.98",2022-11-03
"Somdot Nightstand, Bedside Table End Table for Bedroom Nursery Living Room - Removable Fabric Drawer, Open Storage Shelf, Sturdy Steel Frame, Durable Wood Top - Black/Rustic Brown","B09NM5X7SX","https://www.amazon.com/dp/B09NM5X7SX?psc=1","https://m.media-amazon.com/images/I/71sB1VtWzwL._AC_SX679_.jpg","Somdot",28.99,1530,44354.7,24551,"US",13.44,22,4.2,971,7,52,"SOMDOT Home and Beyond","Home & Kitchen","Large Standard-Size","FBA","12.4x3.5x16.5","8.73",2022-01-01
"HAYOFAMY 3 Tier End Table Night Stand, Narrow Side Table with Display Shelf, Small Bookcase Bookshelf, Simple Bedside Table Storage Rack for Bedroom, Living Room, Office, Bathroom (White, 3 Tier)","B0BPPR7122","https://www.amazon.com/dp/B0BPPR7122?psc=1","https://m.media-amazon.com/images/I/61NfPhAu-dL._AC_SY450_.jpg","HAYOFAMY",27.68,504,13950.72,63655,"CN",12.44,1,3.6,27,8,6,"HAYOFAMY","Home & Kitchen","Large Standard-Size","FBA","9.8x16.3x3.5","6.33",2022-12-10
"WLIVE Nightstand, End Table with Fabric Storage Drawer and Open Wood Shelf, Bedside Furniture with Steel Frame, Side Table for Bedroom, Dorm, Easy Assembly, Black and Rustic Brown","B099WCSZTJ","https://www.amazon.com/dp/B099WCSZTJ?psc=1","https://m.media-amazon.com/images/I/81yu9W9G3HL._AC_SX425_.jpg","WLIVE",29.99,4413,132345.87,9538,"CN",18.43,7,4.4,2922,9,158,"WLIVE","Home & Kitchen","Small Oversize","FBA","16.5x2.5x22.1","11.00",2021-07-20
"MaxSmeo Modern Nightstand Rattan Side Table with Storage, Farmhouse End Table for Living Room, Bedroom and Small Spaces, Accent Bedside Tables with Solid Wood Legs, Easy Assembly (Natural Walnut)","B09QM473D4","https://www.amazon.com/dp/B09QM473D4?psc=1","https://m.media-amazon.com/images/I/614O5HD5dBL._AC_SX569_.jpg","MaxSmeo",69.99,1699,118913.01,16309,"CN",28.78,7,4.3,492,8,34,"Sme Direct","Home & Kitchen","Small Oversize","FBA","14.5x6.1x17.4","18.03",2022-01-18
"Yoobure C Shaped End Table with Charging Station, Small Side Tables for Living Room, Bedroom, Sofa Table with USB Ports and Outlets for Small Spaces, C Couch Table Rustic Snack Table Bed Side Table","B0B58BL8C9","https://www.amazon.com/dp/B0B58BL8C9?psc=1","https://m.media-amazon.com/images/I/61TlLpGgR-L._AC_SY355_.jpg","Yoobure",45.99,2645,121643.55,10477,"HK",16.3,4,4.6,693,7,75,"Super A Plus","Home & Kitchen","Large Standard-Size","FBA","12.1x3.5x17.4","9.52",2022-08-23
"Ameriwood Home Franklin 2 Drawers, Soft White Accent Table","B010S2WK8Y","https://www.amazon.com/dp/B010S2WK8Y?psc=1","https://m.media-amazon.com/images/I/61P1MKM21ZL._AC_SX569_.jpg","Ameriwood Home",111.89,880,98463.2,20771,"AMZ",42.05,10,4.6,2865,12,31,"Amazon","Home & Kitchen","Small Oversize","FBA","24.0x6.0x31.0","37.11",NA
